,Unnamed: 0,Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
2199,104,105,6.5,3.0,5.8,2.2,Iris-virginica
2394,108,109,6.7,2.5,5.8,1.8,Iris-virginica
1724,105,106,7.6,3.0,6.6,2.1,Iris-virginica
972,138,139,6.0,3.0,4.8,1.8,Iris-virginica
640,21,22,5.1,3.7,1.5,0.4,Iris-setosa
264,5,6,5.4,3.9,1.7,0.4,Iris-setosa
444,146,147,6.3,2.5,5.0,1.9,Iris-virginica
88,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
1505,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
243,119,120,6.0,2.2,5.0,1.5,Iris-virginica
2026,38,39,4.4,3.0,1.3,0.2,Iris-setosa
1772,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1631,149,150,5.9,3.0,5.1,1.8,Iris-virginica
2102,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
1151,135,136,7.7,3.0,6.1,2.3,Iris-virginica
1997,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
278,34,35,4.9,3.1,1.5,0.1,Iris-setosa
1561,7,8,5.0,3.4,1.5,0.2,Iris-setosa
1148,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
1390,2,3,4.7,3.2,1.3,0.2,Iris-setosa
2633,41,42,4.5,2.3,1.3,0.3,Iris-setosa
547,17,18,5.1,3.5,1.4,0.3,Iris-setosa
1952,108,109,6.7,2.5,5.8,1.8,Iris-virginica
748,4,5,5.0,3.6,1.4,0.2,Iris-setosa
663,115,116,6.4,3.2,5.3,2.3,Iris-virginica
2764,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
2052,148,149,6.2,3.4,5.4,2.3,Iris-virginica
1976,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
3099,109,110,7.2,3.6,6.1,2.5,Iris-virginica
2593,26,27,5.0,3.4,1.6,0.4,Iris-setosa
259,49,50,5.0,3.3,1.4,0.2,Iris-setosa
2852,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1185,8,9,4.4,2.9,1.4,0.2,Iris-setosa
250,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
125,2,3,4.7,3.2,1.3,0.2,Iris-setosa
479,122,123,7.7,2.8,6.7,2.0,Iris-virginica
784,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
382,21,22,5.1,3.7,1.5,0.4,Iris-setosa
1649,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
2701,121,122,5.6,2.8,4.9,2.0,Iris-virginica
2446,30,31,4.8,3.1,1.6,0.2,Iris-setosa
1441,33,34,5.5,4.2,1.4,0.2,Iris-setosa
2615,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
2493,34,35,4.9,3.1,1.5,0.1,Iris-setosa
3130,48,49,5.3,3.7,1.5,0.2,Iris-setosa
124,5,6,5.4,3.9,1.7,0.4,Iris-setosa
1407,42,43,4.4,3.2,1.3,0.2,Iris-setosa
2050,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
2340,122,123,7.7,2.8,6.7,2.0,Iris-virginica
313,135,136,7.7,3.0,6.1,2.3,Iris-virginica
2907,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1093,70,71,5.9,3.2,4.8,1.8,Iris-versicolor
2359,29,30,4.7,3.2,1.6,0.2,Iris-setosa
2235,70,71,5.9,3.2,4.8,1.8,Iris-versicolor
2694,19,20,5.1,3.8,1.5,0.3,Iris-setosa
984,31,32,5.4,3.4,1.5,0.4,Iris-setosa
841,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
215,117,118,7.7,3.8,6.7,2.2,Iris-virginica
1295,146,147,6.3,2.5,5.0,1.9,Iris-virginica
1113,116,117,6.5,3.0,5.5,1.8,Iris-virginica
859,11,12,4.8,3.4,1.6,0.2,Iris-setosa
641,47,48,4.6,3.2,1.4,0.2,Iris-setosa
13,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
600,134,135,6.1,2.6,5.6,1.4,Iris-virginica
38,22,23,4.6,3.6,1.0,0.2,Iris-setosa
838,148,149,6.2,3.4,5.4,2.3,Iris-virginica
2192,131,132,7.9,3.8,6.4,2.0,Iris-virginica
447,143,144,6.8,3.2,5.9,2.3,Iris-virginica
2524,32,33,5.2,4.1,1.5,0.1,Iris-setosa
2581,22,23,4.6,3.6,1.0,0.2,Iris-setosa
2177,21,22,5.1,3.7,1.5,0.4,Iris-setosa
632,34,35,4.9,3.1,1.5,0.1,Iris-setosa
845,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
968,29,30,4.7,3.2,1.6,0.2,Iris-setosa
983,26,27,5.0,3.4,1.6,0.4,Iris-setosa
1657,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
191,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
378,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
1748,49,50,5.0,3.3,1.4,0.2,Iris-setosa
1024,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
2503,30,31,4.8,3.1,1.6,0.2,Iris-setosa
2578,143,144,6.8,3.2,5.9,2.3,Iris-virginica
2459,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
2865,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
2792,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
3113,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
2412,25,26,5.0,3.0,1.6,0.2,Iris-setosa
2087,46,47,5.1,3.8,1.6,0.2,Iris-setosa
2298,118,119,7.7,2.6,6.9,2.3,Iris-virginica
278,34,35,4.9,3.1,1.5,0.1,Iris-setosa
1280,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
3102,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
363,111,112,6.4,2.7,5.3,1.9,Iris-virginica
1793,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
1337,20,21,5.4,3.4,1.7,0.2,Iris-setosa
998,5,6,5.4,3.9,1.7,0.4,Iris-setosa
1204,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
1115,139,140,6.9,3.1,5.4,2.1,Iris-virginica
604,132,133,6.4,2.8,5.6,2.2,Iris-virginica
2091,101,102,5.8,2.7,5.1,1.9,Iris-virginica
764,31,32,5.4,3.4,1.5,0.4,Iris-setosa
2070,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1392,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
2749,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
411,116,117,6.5,3.0,5.5,1.8,Iris-virginica
180,116,117,6.5,3.0,5.5,1.8,Iris-virginica
402,108,109,6.7,2.5,5.8,1.8,Iris-virginica
1186,2,3,4.7,3.2,1.3,0.2,Iris-setosa
1702,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
377,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
1562,60,61,5.0,2.0,3.5,1.0,Iris-versicolor
712,145,146,6.7,3.0,5.2,2.3,Iris-virginica
1744,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
1101,16,17,5.4,3.9,1.3,0.4,Iris-setosa
490,40,41,5.0,3.5,1.3,0.3,Iris-setosa
3065,38,39,4.4,3.0,1.3,0.2,Iris-setosa
1918,46,47,5.1,3.8,1.6,0.2,Iris-setosa
2622,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
201,128,129,6.4,2.8,5.6,2.1,Iris-virginica
1813,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
1091,38,39,4.4,3.0,1.3,0.2,Iris-setosa
218,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
2353,46,47,5.1,3.8,1.6,0.2,Iris-setosa
1973,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
156,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
1835,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
776,135,136,7.7,3.0,6.1,2.3,Iris-virginica
946,43,44,5.0,3.5,1.6,0.6,Iris-setosa
2880,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
183,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
231,106,107,4.9,2.5,4.5,1.7,Iris-virginica
355,32,33,5.2,4.1,1.5,0.1,Iris-setosa
1778,12,13,4.8,3.0,1.4,0.1,Iris-setosa
1395,8,9,4.4,2.9,1.4,0.2,Iris-setosa
2066,60,61,5.0,2.0,3.5,1.0,Iris-versicolor
616,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
2733,33,34,5.5,4.2,1.4,0.2,Iris-setosa
2873,122,123,7.7,2.8,6.7,2.0,Iris-virginica
1491,81,82,5.5,2.4,3.7,1.0,Iris-versicolor
3104,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
1953,22,23,4.6,3.6,1.0,0.2,Iris-setosa
336,81,82,5.5,2.4,3.7,1.0,Iris-versicolor
1047,19,20,5.1,3.8,1.5,0.3,Iris-setosa
178,28,29,5.2,3.4,1.4,0.2,Iris-setosa
1154,4,5,5.0,3.6,1.4,0.2,Iris-setosa
243,119,120,6.0,2.2,5.0,1.5,Iris-virginica
1716,11,12,4.8,3.4,1.6,0.2,Iris-setosa
122,138,139,6.0,3.0,4.8,1.8,Iris-virginica
2923,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
528,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
1866,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
2209,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
2253,83,84,6.0,2.7,5.1,1.6,Iris-versicolor
2963,134,135,6.1,2.6,5.6,1.4,Iris-virginica
1548,122,123,7.7,2.8,6.7,2.0,Iris-virginica
196,148,149,6.2,3.4,5.4,2.3,Iris-virginica
1884,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
1494,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
521,132,133,6.4,2.8,5.6,2.2,Iris-virginica
568,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
2236,26,27,5.0,3.4,1.6,0.4,Iris-setosa
2427,124,125,6.7,3.3,5.7,2.1,Iris-virginica
603,40,41,5.0,3.5,1.3,0.3,Iris-setosa
1126,49,50,5.0,3.3,1.4,0.2,Iris-setosa
1110,8,9,4.4,2.9,1.4,0.2,Iris-setosa
1680,62,63,6.0,2.2,4.0,1.0,Iris-versicolor
2897,145,146,6.7,3.0,5.2,2.3,Iris-virginica
2480,130,131,7.4,2.8,6.1,1.9,Iris-virginica
714,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1491,81,82,5.5,2.4,3.7,1.0,Iris-versicolor
1040,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
2263,134,135,6.1,2.6,5.6,1.4,Iris-virginica
1360,27,28,5.2,3.5,1.5,0.2,Iris-setosa
2764,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
1956,100,101,6.3,3.3,6.0,2.5,Iris-virginica
249,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
1449,49,50,5.0,3.3,1.4,0.2,Iris-setosa
271,40,41,5.0,3.5,1.3,0.3,Iris-setosa
1038,130,131,7.4,2.8,6.1,1.9,Iris-virginica
1234,44,45,5.1,3.8,1.9,0.4,Iris-setosa
2102,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
2698,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
2667,137,138,6.4,3.1,5.5,1.8,Iris-virginica
120,147,148,6.5,3.0,5.2,2.0,Iris-virginica
1799,4,5,5.0,3.6,1.4,0.2,Iris-setosa
2902,43,44,5.0,3.5,1.6,0.6,Iris-setosa
383,101,102,5.8,2.7,5.1,1.9,Iris-virginica
2270,109,110,7.2,3.6,6.1,2.5,Iris-virginica
378,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
2161,81,82,5.5,2.4,3.7,1.0,Iris-versicolor
244,126,127,6.2,2.8,4.8,1.8,Iris-virginica
2133,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
2460,16,17,5.4,3.9,1.3,0.4,Iris-setosa
3153,45,46,4.8,3.0,1.4,0.3,Iris-setosa
2937,28,29,5.2,3.4,1.4,0.2,Iris-setosa
1416,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
537,32,33,5.2,4.1,1.5,0.1,Iris-setosa
70,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
293,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
84,122,123,7.7,2.8,6.7,2.0,Iris-virginica
156,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
718,4,5,5.0,3.6,1.4,0.2,Iris-setosa
2894,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
622,32,33,5.2,4.1,1.5,0.1,Iris-setosa
2270,109,110,7.2,3.6,6.1,2.5,Iris-virginica
760,44,45,5.1,3.8,1.9,0.4,Iris-setosa
325,33,34,5.5,4.2,1.4,0.2,Iris-setosa
1451,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
3019,42,43,4.4,3.2,1.3,0.2,Iris-setosa
2254,107,108,7.3,2.9,6.3,1.8,Iris-virginica
2674,149,150,5.9,3.0,5.1,1.8,Iris-virginica
1085,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
1107,124,125,6.7,3.3,5.7,2.1,Iris-virginica
2877,10,11,5.4,3.7,1.5,0.2,Iris-setosa
1157,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
164,148,149,6.2,3.4,5.4,2.3,Iris-virginica
744,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
3081,38,39,4.4,3.0,1.3,0.2,Iris-setosa
2067,42,43,4.4,3.2,1.3,0.2,Iris-setosa
685,29,30,4.7,3.2,1.6,0.2,Iris-setosa
1206,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
2017,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
1052,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
20,127,128,6.1,3.0,4.9,1.8,Iris-virginica
314,108,109,6.7,2.5,5.8,1.8,Iris-virginica
1622,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
2495,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
107,102,103,7.1,3.0,5.9,2.1,Iris-virginica
1349,6,7,4.6,3.4,1.4,0.3,Iris-setosa
1528,40,41,5.0,3.5,1.3,0.3,Iris-setosa
494,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
2035,140,141,6.7,3.1,5.6,2.4,Iris-virginica
1058,30,31,4.8,3.1,1.6,0.2,Iris-setosa
2992,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
1845,14,15,5.8,4.0,1.2,0.2,Iris-setosa
377,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
1961,22,23,4.6,3.6,1.0,0.2,Iris-setosa
2887,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
1641,143,144,6.8,3.2,5.9,2.3,Iris-virginica
2504,126,127,6.2,2.8,4.8,1.8,Iris-virginica
681,117,118,7.7,3.8,6.7,2.2,Iris-virginica
1764,25,26,5.0,3.0,1.6,0.2,Iris-setosa
2922,44,45,5.1,3.8,1.9,0.4,Iris-setosa
535,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
867,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
2541,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
737,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
509,126,127,6.2,2.8,4.8,1.8,Iris-virginica
2617,149,150,5.9,3.0,5.1,1.8,Iris-virginica
363,111,112,6.4,2.7,5.3,1.9,Iris-virginica
74,34,35,4.9,3.1,1.5,0.1,Iris-setosa
2032,142,143,5.8,2.7,5.1,1.9,Iris-virginica
821,27,28,5.2,3.5,1.5,0.2,Iris-setosa
819,20,21,5.4,3.4,1.7,0.2,Iris-setosa
1092,34,35,4.9,3.1,1.5,0.1,Iris-setosa
1812,16,17,5.4,3.9,1.3,0.4,Iris-setosa
2310,33,34,5.5,4.2,1.4,0.2,Iris-setosa
24,15,16,5.7,4.4,1.5,0.4,Iris-setosa
96,32,33,5.2,4.1,1.5,0.1,Iris-setosa
1065,15,16,5.7,4.4,1.5,0.4,Iris-setosa
2397,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
2300,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
894,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
1254,41,42,4.5,2.3,1.3,0.3,Iris-setosa
3049,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
397,145,146,6.7,3.0,5.2,2.3,Iris-virginica
1459,144,145,6.7,3.3,5.7,2.5,Iris-virginica
488,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1960,24,25,4.8,3.4,1.9,0.2,Iris-setosa
1506,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
1409,102,103,7.1,3.0,5.9,2.1,Iris-virginica
2563,110,111,6.5,3.2,5.1,2.0,Iris-virginica
1858,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
160,44,45,5.1,3.8,1.9,0.4,Iris-setosa
320,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
150,132,133,6.4,2.8,5.6,2.2,Iris-virginica
1179,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
2696,48,49,5.3,3.7,1.5,0.2,Iris-setosa
2945,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
369,32,33,5.2,4.1,1.5,0.1,Iris-setosa
512,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
2654,24,25,4.8,3.4,1.9,0.2,Iris-setosa
955,118,119,7.7,2.6,6.9,2.3,Iris-virginica
849,11,12,4.8,3.4,1.6,0.2,Iris-setosa
822,83,84,6.0,2.7,5.1,1.6,Iris-versicolor
1310,110,111,6.5,3.2,5.1,2.0,Iris-virginica
1241,7,8,5.0,3.4,1.5,0.2,Iris-setosa
1661,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
2357,18,19,5.7,3.8,1.7,0.3,Iris-setosa
208,138,139,6.0,3.0,4.8,1.8,Iris-virginica
1606,28,29,5.2,3.4,1.4,0.2,Iris-setosa
2069,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
311,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
1371,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
232,15,16,5.7,4.4,1.5,0.4,Iris-setosa
2313,143,144,6.8,3.2,5.9,2.3,Iris-virginica
554,33,34,5.5,4.2,1.4,0.2,Iris-setosa
2629,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1781,5,6,5.4,3.9,1.7,0.4,Iris-setosa
28,9,10,4.9,3.1,1.5,0.1,Iris-setosa
1216,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
1197,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
3098,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
2009,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
1096,25,26,5.0,3.0,1.6,0.2,Iris-setosa
635,142,143,5.8,2.7,5.1,1.9,Iris-virginica
1984,148,149,6.2,3.4,5.4,2.3,Iris-virginica
1572,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
1506,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
1085,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
1489,112,113,6.8,3.0,5.5,2.1,Iris-virginica
268,4,5,5.0,3.6,1.4,0.2,Iris-setosa
57,25,26,5.0,3.0,1.6,0.2,Iris-setosa
998,5,6,5.4,3.9,1.7,0.4,Iris-setosa
119,133,134,6.3,2.8,5.1,1.5,Iris-virginica
2159,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
581,41,42,4.5,2.3,1.3,0.3,Iris-setosa
3028,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1188,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
2862,12,13,4.8,3.0,1.4,0.1,Iris-setosa
1853,30,31,4.8,3.1,1.6,0.2,Iris-setosa
305,33,34,5.5,4.2,1.4,0.2,Iris-setosa
2702,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
555,137,138,6.4,3.1,5.5,1.8,Iris-virginica
2043,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
2845,2,3,4.7,3.2,1.3,0.2,Iris-setosa
2373,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
3136,83,84,6.0,2.7,5.1,1.6,Iris-versicolor
2927,6,7,4.6,3.4,1.4,0.3,Iris-setosa
3066,18,19,5.7,3.8,1.7,0.3,Iris-setosa
1906,47,48,4.6,3.2,1.4,0.2,Iris-setosa
2014,32,33,5.2,4.1,1.5,0.1,Iris-setosa
1596,11,12,4.8,3.4,1.6,0.2,Iris-setosa
1488,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
34,47,48,4.6,3.2,1.4,0.2,Iris-setosa
1838,127,128,6.1,3.0,4.9,1.8,Iris-virginica
118,131,132,7.9,3.8,6.4,2.0,Iris-virginica
640,21,22,5.1,3.7,1.5,0.4,Iris-setosa
130,22,23,4.6,3.6,1.0,0.2,Iris-setosa
2972,51,52,6.4,3.2,4.5,1.5,Iris-versicolor
3066,18,19,5.7,3.8,1.7,0.3,Iris-setosa
894,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
88,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
1105,36,37,5.5,3.5,1.3,0.2,Iris-setosa
711,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
1041,11,12,4.8,3.4,1.6,0.2,Iris-setosa
583,127,128,6.1,3.0,4.9,1.8,Iris-virginica
772,17,18,5.1,3.5,1.4,0.3,Iris-setosa
2847,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
2103,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
1122,126,127,6.2,2.8,4.8,1.8,Iris-virginica
440,7,8,5.0,3.4,1.5,0.2,Iris-setosa
556,104,105,6.5,3.0,5.8,2.2,Iris-virginica
2864,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1013,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
2472,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
1128,60,61,5.0,2.0,3.5,1.0,Iris-versicolor
868,108,109,6.7,2.5,5.8,1.8,Iris-virginica
2661,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1556,4,5,5.0,3.6,1.4,0.2,Iris-setosa
45,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
183,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
371,142,143,5.8,2.7,5.1,1.9,Iris-virginica
903,126,127,6.2,2.8,4.8,1.8,Iris-virginica
3173,28,29,5.2,3.4,1.4,0.2,Iris-setosa
2111,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
1421,27,28,5.2,3.5,1.5,0.2,Iris-setosa
2561,52,53,6.9,3.1,4.9,1.5,Iris-versicolor
406,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
1749,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
1911,25,26,5.0,3.0,1.6,0.2,Iris-setosa
631,129,130,7.2,3.0,5.8,1.6,Iris-virginica
235,131,132,7.9,3.8,6.4,2.0,Iris-virginica
1197,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
2060,36,37,5.5,3.5,1.3,0.2,Iris-setosa
1760,111,112,6.4,2.7,5.3,1.9,Iris-virginica
3079,29,30,4.7,3.2,1.6,0.2,Iris-setosa
2081,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
2284,106,107,4.9,2.5,4.5,1.7,Iris-virginica
714,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1992,31,32,5.4,3.4,1.5,0.4,Iris-setosa
2430,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
1429,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
2068,131,132,7.9,3.8,6.4,2.0,Iris-virginica
674,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
647,142,143,5.8,2.7,5.1,1.9,Iris-virginica
708,13,14,4.3,3.0,1.1,0.1,Iris-setosa
1538,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
2594,25,26,5.0,3.0,1.6,0.2,Iris-setosa
2924,9,10,4.9,3.1,1.5,0.1,Iris-setosa
702,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
2046,63,64,6.1,2.9,4.7,1.4,Iris-versicolor
3096,135,136,7.7,3.0,6.1,2.3,Iris-virginica
3177,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
560,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
2129,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
2194,143,144,6.8,3.2,5.9,2.3,Iris-virginica
509,126,127,6.2,2.8,4.8,1.8,Iris-virginica
997,145,146,6.7,3.0,5.2,2.3,Iris-virginica
829,45,46,4.8,3.0,1.4,0.3,Iris-setosa
1583,115,116,6.4,3.2,5.3,2.3,Iris-virginica
804,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
2066,60,61,5.0,2.0,3.5,1.0,Iris-versicolor
246,115,116,6.4,3.2,5.3,2.3,Iris-virginica
1128,60,61,5.0,2.0,3.5,1.0,Iris-versicolor
3080,115,116,6.4,3.2,5.3,2.3,Iris-virginica
1307,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
972,138,139,6.0,3.0,4.8,1.8,Iris-virginica
976,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
186,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
2453,25,26,5.0,3.0,1.6,0.2,Iris-setosa
2713,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1191,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
260,126,127,6.2,2.8,4.8,1.8,Iris-virginica
1922,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
529,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
512,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
227,131,132,7.9,3.8,6.4,2.0,Iris-virginica
1887,117,118,7.7,3.8,6.7,2.2,Iris-virginica
1368,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
760,44,45,5.1,3.8,1.9,0.4,Iris-setosa
2880,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
3088,108,109,6.7,2.5,5.8,1.8,Iris-virginica
2178,20,21,5.4,3.4,1.7,0.2,Iris-setosa
602,140,141,6.7,3.1,5.6,2.4,Iris-virginica
2319,38,39,4.4,3.0,1.3,0.2,Iris-setosa
210,43,44,5.0,3.5,1.6,0.6,Iris-setosa
481,31,32,5.4,3.4,1.5,0.4,Iris-setosa
976,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
2633,41,42,4.5,2.3,1.3,0.3,Iris-setosa
52,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
1840,3,4,4.6,3.1,1.5,0.2,Iris-setosa
465,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
538,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
1725,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
2451,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1608,36,37,5.5,3.5,1.3,0.2,Iris-setosa
1886,125,126,7.2,3.2,6.0,1.8,Iris-virginica
1777,63,64,6.1,2.9,4.7,1.4,Iris-versicolor
414,112,113,6.8,3.0,5.5,2.1,Iris-virginica
776,135,136,7.7,3.0,6.1,2.3,Iris-virginica
2454,21,22,5.1,3.7,1.5,0.4,Iris-setosa
248,9,10,4.9,3.1,1.5,0.1,Iris-setosa
2795,145,146,6.7,3.0,5.2,2.3,Iris-virginica
3123,142,143,5.8,2.7,5.1,1.9,Iris-virginica
1314,32,33,5.2,4.1,1.5,0.1,Iris-setosa
1336,130,131,7.4,2.8,6.1,1.9,Iris-virginica
1634,3,4,4.6,3.1,1.5,0.2,Iris-setosa
2241,109,110,7.2,3.6,6.1,2.5,Iris-virginica
3105,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
